kaloor,9.9866591,76.2510824
palarivattom,10.0063373,76.2999747
JLN,10.0063371,76.2922499
petta,9.9525568,76.3251747
maharajas,9.973520991,76.28506257
kakkanad,9.992768715,76.35128473
edapally,10.02457287,76.30692068
vyttila,9.968378185,76.31830881
aluva,10.11015619,76.34955781
kadavanthra,9.966846596,76.29815983
